transaction_id,cart_size,transaction_amount,transaction_type,transaction_status,customer_age_group,session_duration,time_spent_on_payment_page,customer_ip_location,card_expiration_delay,payment_method,login_status,time_since_account_creation,ip_address_previous_transactions,user_segment,product_views_during_session,visit_origin,device_type,flag
3185472,1,47,product,complete,26-35,4.33,24.74,local,18,creditcard,logged-in,1372,0,I7IW,7.0,direct,desktop,0
3075929,1,62,product,complete,,7.57,,local,-1,3rd party,guest,-99999,0,,4.0,direct,mobile,0
3142806,2,65,product,complete,26-35,28.41,36.52,local,18,creditcard,logged-in,189,0,GK4Z,9.0,search engine,desktop,0
3138036,1,31,product,complete,,9.41,25.86,local,11,creditcard,guest,-99999,1,,7.0,email,mobile,0
3240777,2,113,product,complete,,16.84,32.23,local,20,creditcard,logged-in,278,0,GIKJ,5.0,direct,mobile,0
3295413,2,115,product,complete,,16.46,28.62,eu,13,creditcard,logged-in,639,0,T76E,8.0,search engine,mobile,0
3036658,1,40,product,complete,,8.78,,local,-1,4x,guest,-99999,0,,7.0,direct,mobile,0
3284683,2,140,product,complete,,21.47,31.85,local,16,creditcard,logged-in,726,0,GK4Z,3.0,direct,desktop,1
3217406,1,38,product,complete,36-45,9.73,22.48,local,8,creditcard,logged-in,-99999,0,,5.0,search engine,app,0
3269593,1,42,service,complete,,10.82,,non-eu/unknown,-1,instore,logged-in,0,3,,7.0,direct,desktop,0
3143324,2,113,product,complete,,16.15,,local,-1,3rd party,guest,-99999,3,,4.0,email,mobile,0
3263144,1,34,product,complete,,6.66,39.01,local,21,creditcard,guest,-99999,0,,6.0,search engine,desktop,0
3068894,1,27,product,complete,26-35,9.11,29.76,local,17,creditcard,logged-in,208,1,928S,5.0,direct,app,0
3180478,2,93,product,complete,,12.92,27.84,non-eu/unknown,16,creditcard,guest,-99999,2,,6.0,search engine,mobile,0
3236331,1,46,product,complete,,7.34,27.6,eu,13,creditcard,logged-in,255,0,HXJI,11.0,search engine,mobile,0
3274976,1,23,product,complete,,7.98,25.07,local,22,creditcard,guest,-99999,1,,9.0,direct,mobile,0
3168547,1,60,product,complete,,7.55,22.3,local,21,creditcard,logged-in,634,0,HACU,2.0,paid,desktop,0
3254119,1,9,product,complete,,12.95,31.56,local,12,creditcard,logged-in,354,0,3R3T,3.0,direct,desktop,0
3269687,4,182,product,complete,,40.54,39.56,local,18,creditcard,logged-in,43,0,UPET,6.0,direct,mobile,0
3062879,3,172,product,complete,,9.25,32.25,local,19,creditcard,logged-in,0,0,,4.0,paid,mobile,0
3044727,1,73,product,complete,,7.8100000000000005,,local,-1,3rd party,guest,-99999,0,,4.0,direct,desktop,0
3254141,2,92,product,complete,,16.45,32.36,local,24,creditcard,guest,-99999,0,,5.0,search engine,mobile,0
3019739,2,124,product,complete,,8.3,30.47,local,19,creditcard,logged-in,445,0,GK4Z,7.0,paid,desktop,0
3028722,1,67,product,complete,,9.8,22.57,local,13,creditcard,guest,-99999,0,,9.0,direct,mobile,0
3102431,3,152,product,complete,,27.61,,local,-1,4x,guest,-99999,1,,8.0,paid,desktop,0
3060491,3,193,product,complete,26-35,33.88,30.54,local,14,creditcard,logged-in,1434,1,3R3T,3.0,direct,mobile,0
3269518,1,64,product,complete,36-45,13.82,,local,-1,instore,logged-in,533,0,TZOP,3.0,paid,app,0
3043345,1,34,product,complete,,13.49,26.28,local,13,creditcard,logged-in,0,0,,4.0,direct,mobile,0
3153911,2,138,product,complete,,22.21,20.89,local,13,creditcard,logged-in,762,1,NZ9Z,9.0,email,mobile,0
3248909,4,146,product,complete,,36.39,38.83,local,8,creditcard,logged-in,640,0,ME7O,6.0,direct,desktop,0
3252278,1,60,product,complete,26-35,6.58,28.07,local,16,creditcard,logged-in,0,1,,5.0,email,desktop,0
3047134,1,63,product,complete,,8.39,,eu,-2,creditcard,logged-in,209,0,M0BQ,6.0,direct,desktop,1
3142055,3,171,product,complete,,21.64,,local,-1,instore,logged-in,337,1,Y8Z7,13.0,direct,mobile,0
3297042,2,136,product,complete,18-25,20.74,30.63,local,14,creditcard,guest,962,1,3R3T,7.0,direct,app,0
3079413,1,44,product,complete,,10.67,37.83,local,25,creditcard,guest,-99999,0,,11.0,direct,desktop,0
3044892,1,23,product,complete,,8.99,,local,-1,instore,guest,-99999,1,,6.0,paid,desktop,0
3214678,2,138,product,complete,,26.51,31.47,local,19,creditcard,guest,-99999,0,,4.0,search engine,mobile,0
3232893,1,45,product,complete,,10.91,,local,-1,4x,guest,-99999,0,,6.0,direct,desktop,0
3049672,2,124,product,complete,,20.09,26.9,local,10,creditcard,guest,-99999,1,,7.0,direct,mobile,0
3261073,1,65,service,complete,,8.05,,local,-1,creditcard,logged-in,1385,1,I7IW,6.0,email,mobile,1
3005453,1,51,product,complete,18-25,11.0,31.49,local,19,creditcard,logged-in,-99999,0,,7.0,paid,app,0
3297972,1,33,product,complete,,10.41,37.68,local,28,creditcard,guest,-99999,2,,9.0,direct,desktop,1
3142713,1,31,product,complete,,4.96,,local,-1,3rd party,guest,-99999,1,,10.0,search engine,mobile,0
3041606,1,50,product,complete,,13.08,23.98,local,16,creditcard,guest,-99999,0,,5.0,paid,mobile,0
3151356,1,48,product,complete,46-55,,,eu,25,creditcard,logged-in,1193,0,6QZP,,,,0
3244904,3,80,product,complete,,33.93,,local,-1,instore,guest,-99999,1,,8.0,search engine,desktop,0
3075617,5,223,product,complete,26-35,66.14,37.52,local,32,creditcard,logged-in,1081,2,ME7O,4.0,search engine,app,1
3245569,1,33,product,complete,,10.35,,local,-1,instore,guest,-99999,1,,4.0,search engine,desktop,0
3257379,3,82,product,complete,,24.01,27.41,local,20,creditcard,guest,-99999,1,,4.0,search engine,desktop,0
3046568,2,98,product,complete,,16.22,25.92,local,17,creditcard,guest,-99999,0,,7.0,search engine,desktop,0
3138572,2,128,product,complete,,12.97,31.61,eu,20,creditcard,guest,-99999,2,,6.0,direct,desktop,0
3097526,2,124,product,complete,,16.27,,local,-1,3rd party,guest,-99999,0,,8.0,paid,mobile,0
3299901,1,71,product,complete,,9.42,28.96,local,27,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3046234,1,78,product,complete,,6.03,,local,-1,instore,logged-in,886,1,Q7Y0,7.0,direct,desktop,0
3291818,1,62,product,complete,26-35,11.36,28.73,local,18,creditcard,logged-in,269,0,HQTL,4.0,direct,app,0
3249194,2,73,product,complete,,16.54,,local,-1,3rd party,logged-in,469,0,UJ8H,4.0,email,desktop,0
3282048,2,81,product,complete,,20.16,,eu,-1,3rd party,logged-in,1209,0,3R3T,3.0,paid,mobile,0
3038384,1,43,product,complete,,9.21,21.42,local,16,creditcard,guest,-99999,1,,10.0,search engine,desktop,0
3173494,1,35,product,complete,,4.32,,local,-1,3rd party,guest,-99999,0,,2.0,direct,desktop,0
3173311,1,77,product,complete,26-35,6.7,39.92,local,12,creditcard,logged-in,218,1,NZ9Z,5.0,direct,mobile,0
3163564,2,109,product,complete,,,,eu,-1,3rd party,logged-in,991,1,AE1R,,,,0
3220288,2,102,service,complete,,14.64,33.93,local,20,creditcard,guest,-99999,0,,3.0,search engine,desktop,0
3096595,1,62,product,complete,,8.02,,local,-1,instore,logged-in,595,0,Y8Z7,4.0,search engine,mobile,0
3098228,2,59,product,complete,,12.35,29.41,eu,18,creditcard,guest,-99999,2,,6.0,direct,desktop,0
3174742,1,65,product,complete,,8.6,,local,-1,3rd party,guest,-99999,0,,5.0,search engine,mobile,0
3042259,2,151,product,complete,18-25,24.13,,local,-1,4x,logged-in,267,0,I7IW,4.0,direct,app,0
3262752,3,193,product,complete,,22.02,24.43,local,17,creditcard,guest,-99999,0,,7.0,search engine,mobile,1
3065365,3,120,product,complete,26-35,36.84,32.1,local,21,creditcard,logged-in,-99999,1,,4.0,email,app,0
3239118,2,53,product,complete,46-55,14.47,30.76,local,19,creditcard,logged-in,856,0,AE1R,4.0,direct,mobile,0
3153608,2,53,product,complete,,18.01,23.95,local,19,creditcard,guest,-99999,1,,9.0,email,mobile,0
3134475,1,24,product,complete,18-25,14.15,,local,-1,4x,guest,-99999,1,,6.0,direct,app,0
3128086,1,52,product,complete,,11.4,32.65,non-eu/unknown,11,creditcard,logged-in,0,0,,16.0,direct,mobile,0
3069135,1,39,product,complete,18-25,11.66,26.22,local,16,creditcard,logged-in,92,0,PTLP,8.0,direct,mobile,0
3166952,1,54,product,complete,36-45,9.21,31.63,local,14,creditcard,logged-in,589,1,WZWX,5.0,direct,app,0
3220678,1,52,product,complete,36-45,8.04,30.7,local,21,creditcard,logged-in,-99999,0,,6.0,direct,desktop,1
3244169,2,90,product,complete,,20.91,27.5,local,18,creditcard,logged-in,1582,1,,5.0,direct,desktop,0
3053257,1,81,product,complete,36-45,9.5,27.57,local,16,creditcard,logged-in,805,0,NZ9Z,6.0,search engine,mobile,0
3131673,2,89,product,complete,56+,22.36,36.82,eu,11,creditcard,logged-in,0,0,,11.0,search engine,desktop,0
3023878,2,122,product,complete,,28.43,27.38,non-eu/unknown,17,creditcard,logged-in,247,1,M0BQ,4.0,paid,desktop,0
3249039,1,84,service,complete,,8.02,,local,-1,instore,logged-in,727,0,NZ9Z,6.0,email,mobile,0
3186797,2,72,product,complete,18-25,12.83,,local,-1,instore,logged-in,1654,0,HACU,8.0,direct,mobile,0
3291947,1,33,product,complete,,8.93,,non-eu/unknown,-1,3rd party,logged-in,1370,0,M0BQ,4.0,paid,mobile,0
3288174,1,53,product,complete,46-55,8.53,25.66,local,21,creditcard,logged-in,1290,0,Q7Y0,4.0,search engine,mobile,0
3250358,2,104,product,complete,,,,local,-1,4x,guest,-99999,0,,,,,0
3191025,3,188,product,complete,26-35,24.74,,local,-1,3rd party,logged-in,-99999,0,,8.0,search engine,app,0
3102821,1,37,product,complete,18-25,7.42,21.54,local,13,creditcard,logged-in,164,0,I7IW,5.0,paid,desktop,1
3176422,2,125,product,complete,,22.97,,local,-1,4x,guest,-99999,0,,6.0,search engine,desktop,0
3127605,2,115,product,complete,18-25,,,eu,24,creditcard,logged-in,412,0,T76E,,,,0
3286497,3,87,product,complete,26-35,,,local,15,creditcard,logged-in,0,1,,,,,0
3218582,1,67,product,complete,56+,7.76,,local,-1,instore,logged-in,0,1,,6.0,email,mobile,0
3119292,1,50,product,complete,26-35,6.26,45.54,eu,25,creditcard,logged-in,917,0,3R3T,4.0,direct,app,0
3105874,4,197,product,complete,36-45,20.22,27.61,local,15,creditcard,logged-in,632,0,LMYN,16.0,search engine,mobile,0
3219873,1,44,product,complete,,12.93,31.43,eu,20,creditcard,logged-in,943,0,H1KS,5.0,direct,mobile,0
3088362,2,143,product,complete,26-35,16.36,29.21,local,14,creditcard,logged-in,0,0,,4.0,email,desktop,0
3138098,1,62,product,complete,,4.01,,local,-1,3rd party,logged-in,1315,0,H1KS,4.0,direct,mobile,0
3223343,3,140,product,complete,18-25,27.26,25.28,local,12,creditcard,logged-in,0,0,,4.0,email,app,0
3112547,1,77,product,complete,,5.16,26.54,local,28,creditcard,logged-in,184,0,HACU,2.0,direct,desktop,0
3251123,3,121,product,complete,,33.25,34.54,eu,18,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3070352,1,29,product,complete,26-35,9.51,,local,-1,instore,logged-in,798,0,ME7O,7.0,search engine,desktop,0
3057915,3,90,product,complete,26-35,60.43,35.51,local,16,creditcard,logged-in,0,0,,3.0,paid,desktop,0
3259936,1,64,product,complete,,8.33,30.15,local,25,creditcard,guest,-99999,1,,9.0,direct,mobile,0
3237903,2,137,product,complete,,12.12,35.79,local,17,creditcard,guest,-99999,0,,5.0,search engine,desktop,1
3276847,1,60,product,complete,,10.89,44.7,local,18,creditcard,guest,-99999,0,,5.0,paid,mobile,0
3143171,2,113,product,complete,26-35,18.74,21.61,eu,16,creditcard,logged-in,690,0,AE1R,6.0,search engine,mobile,0
3081701,1,58,product,complete,26-35,7.47,32.12,local,17,creditcard,logged-in,481,0,3R3T,6.0,search engine,desktop,0
3216111,1,60,product,complete,36-45,12.37,,non-eu/unknown,-1,3rd party,logged-in,519,0,M0BQ,7.0,direct,app,0
3227461,1,53,product,complete,26-35,13.23,34.68,local,16,creditcard,logged-in,128,0,LMYN,6.0,search engine,mobile,0
3125851,1,44,product,complete,46-55,6.45,34.47,local,12,creditcard,logged-in,713,0,AE1R,3.0,email,mobile,0
3279556,2,75,product,complete,,16.56,31.1,local,17,creditcard,guest,-99999,0,,3.0,direct,desktop,0
3281513,1,67,product,complete,,6.82,,local,-1,instore,logged-in,0,1,,7.0,paid,mobile,0
3003504,1,48,product,complete,,10.54,34.45,local,15,creditcard,logged-in,262,0,I7IW,11.0,direct,mobile,0
3123167,1,49,product,complete,26-35,12.7,31.38,local,10,creditcard,logged-in,0,0,,4.0,direct,desktop,0
3030197,3,84,product,complete,,12.0,30.93,eu,22,creditcard,logged-in,0,0,,8.0,direct,mobile,0
3045556,2,102,product,complete,56+,10.19,26.87,local,13,creditcard,logged-in,0,1,,12.0,search engine,mobile,0
3192276,2,52,product,complete,,20.48,26.44,local,19,creditcard,guest,-99999,1,,1.0,direct,mobile,0
3287362,1,72,product,complete,26-35,10.37,37.56,local,20,3rd party,logged-in,-99999,0,,9.0,direct,mobile,1
3023577,2,80,product,complete,26-35,18.83,25.17,local,19,creditcard,logged-in,225,0,6QZP,7.0,email,desktop,0
3094242,1,29,product,complete,,12.71,29.49,local,20,creditcard,logged-in,586,0,Y8Z7,8.0,search engine,desktop,0
3108893,1,61,product,complete,,10.31,,eu,-1,4x,guest,-99999,1,,6.0,search engine,desktop,0
3158793,4,202,product,complete,,28.18,41.35,local,21,creditcard,logged-in,0,1,,4.0,search engine,desktop,0
3114006,1,48,product,complete,26-35,8.13,26.42,local,21,creditcard,logged-in,0,0,,4.0,search engine,desktop,0
3121009,2,95,product,complete,18-25,18.37,31.67,local,17,creditcard,logged-in,96,0,AE1R,3.0,search engine,app,0
3172357,1,66,product,complete,,5.27,,local,-1,3rd party,guest,-99999,1,,3.0,direct,mobile,0
3128768,1,36,product,complete,26-35,3.01,31.93,eu,19,creditcard,logged-in,399,0,3R3T,10.0,search engine,app,0
3020583,5,283,product,complete,,50.68,32.42,local,22,creditcard,logged-in,993,0,ME7O,4.0,direct,desktop,0
3093895,2,100,product,complete,36-45,12.25,,local,-1,4x,logged-in,192,0,Q7Y0,7.0,direct,app,0
3091539,1,60,product,complete,,5.09,21.27,local,23,creditcard,logged-in,0,0,,8.0,search engine,mobile,0
3037821,3,97,service,complete,46-55,18.0,,local,-1,4x,logged-in,-99999,2,,3.0,email,app,0
3277799,2,118,product,complete,,14.68,30.69,local,22,creditcard,guest,-99999,0,,5.0,paid,mobile,0
3294348,1,52,product,complete,,11.81,39.27,local,15,creditcard,logged-in,264,1,6QZP,8.0,direct,desktop,0
3068259,1,30,service,complete,,8.44,24.04,local,17,creditcard,logged-in,136,0,UPET,4.0,direct,mobile,0
3142365,3,105,product,complete,,39.44,29.54,eu,21,creditcard,guest,-99999,1,,7.0,search engine,mobile,0
3252877,2,85,product,complete,,12.29,,non-eu/unknown,-1,4x,logged-in,319,0,WZWX,4.0,direct,desktop,0
3214076,1,35,product,complete,36-45,9.08,,local,-1,3rd party,logged-in,1370,0,928S,6.0,search engine,mobile,0
3234615,2,148,product,complete,18-25,14.68,40.46,non-eu/unknown,22,creditcard,logged-in,0,0,,8.0,direct,desktop,0
3214618,2,124,product,complete,,18.41,,local,-1,3rd party,logged-in,0,0,,5.0,email,desktop,0
3193053,2,126,product,complete,,19.22,16.88,local,14,creditcard,guest,-99999,1,,7.0,direct,app,1
3059803,3,144,product,complete,,33.74,25.33,local,20,creditcard,logged-in,189,1,AE1R,4.0,direct,desktop,0
3255209,2,50,product,complete,,16.31,29.9,local,11,creditcard,guest,-99999,0,,4.0,search engine,desktop,0
3180016,1,61,product,complete,,11.42,27.21,local,12,creditcard,guest,-99999,0,,9.0,search engine,mobile,0
3261744,1,60,product,complete,26-35,14.39,,local,-1,4x,logged-in,864,0,HACU,6.0,search engine,app,0
3239949,3,84,product,complete,18-25,36.96,29.55,local,13,creditcard,logged-in,-99999,2,,11.0,paid,app,0
3287887,2,93,product,complete,18-25,16.74,,eu,-1,instore,logged-in,-99999,1,,7.0,search engine,app,0
3128829,1,70,product,complete,,13.64,,local,-1,4x,logged-in,313,0,UP79,5.0,email,desktop,0
3031535,1,49,product,complete,,10.29,33.68,local,11,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3208942,1,66,product,complete,26-35,7.51,34.22,local,25,creditcard,logged-in,2376,0,UP79,5.0,direct,desktop,0
3172312,3,141,product,complete,,27.89,29.34,local,17,creditcard,logged-in,638,0,TZOP,8.0,paid,desktop,0
3209849,1,44,product,complete,,8.79,26.77,local,15,creditcard,logged-in,1214,1,928S,9.0,search engine,desktop,0
3174151,1,44,product,complete,,9.0,,local,-1,3rd party,logged-in,0,0,,3.0,search engine,mobile,0
3272728,2,110,product,complete,,12.74,22.16,local,12,creditcard,logged-in,1345,0,AE1R,7.0,search engine,mobile,0
3015506,2,81,product,complete,,24.89,25.79,local,23,creditcard,guest,-99999,3,,8.0,direct,mobile,0
3071036,3,90,product,complete,,21.24,35.13,non-eu/unknown,14,creditcard,logged-in,290,0,Y8Z7,5.0,direct,desktop,0
3193473,1,63,product,complete,26-35,13.86,24.04,eu,19,creditcard,logged-in,451,1,GIKJ,11.0,paid,app,0
3046064,1,32,product,complete,46-55,11.06,,local,-1,instore,logged-in,-99999,2,,6.0,email,app,0
3135956,1,74,product,complete,18-25,7.09,37.51,local,14,creditcard,logged-in,-99999,0,,9.0,direct,app,0
3289175,1,54,product,complete,,11.37,33.54,local,19,instore,logged-in,0,0,,5.0,direct,mobile,1
3294467,3,166,product,complete,46-55,24.31,22.29,local,15,creditcard,logged-in,402,1,PTLP,6.0,direct,mobile,0
3151825,1,68,product,complete,,8.89,,local,-1,3rd party,logged-in,972,1,6QZP,5.0,direct,mobile,0
3070666,3,216,product,complete,,36.25,30.45,local,22,creditcard,logged-in,337,0,AE1R,4.0,email,mobile,0
3256945,1,60,product,complete,46-55,8.92,33.55,local,18,creditcard,logged-in,757,0,928S,5.0,direct,desktop,0
3143935,2,136,product,complete,46-55,22.64,28.6,local,12,creditcard,logged-in,662,0,X254,3.0,direct,mobile,0
3140387,1,57,product,complete,,12.27,31.72,local,14,creditcard,logged-in,0,0,,7.0,email,desktop,0
3202322,2,80,product,complete,,10.27,32.95,local,17,creditcard,guest,-99999,1,,6.0,email,mobile,0
3197969,2,66,product,complete,,20.13,29.1,non-eu/unknown,15,creditcard,logged-in,0,3,,9.0,direct,desktop,0
3298483,2,133,product,complete,,30.17,37.25,local,23,creditcard,guest,-99999,2,,8.0,email,desktop,0
3259329,3,108,product,complete,26-35,37.04,25.01,local,20,creditcard,logged-in,0,2,,7.0,search engine,mobile,1
3014511,4,119,product,complete,,40.0,31.93,local,22,creditcard,guest,-99999,1,,4.0,search engine,mobile,0
3106117,1,75,product,complete,,10.01,28.0,local,21,creditcard,logged-in,948,0,T76E,6.0,search engine,desktop,1
3250529,1,78,product,complete,36-45,9.1,30.39,local,13,creditcard,logged-in,0,0,,6.0,search engine,desktop,0
3221411,1,59,product,complete,56+,10.25,37.62,local,19,creditcard,logged-in,0,0,,6.0,search engine,app,0
3131876,2,94,product,complete,,18.73,29.82,eu,17,creditcard,guest,-99999,0,,6.0,direct,desktop,0
3059607,1,64,product,complete,,7.3,32.52,local,19,creditcard,guest,-99999,0,,6.0,search engine,mobile,0
3117332,3,170,product,complete,,24.46,,local,-1,4x,guest,-99999,1,,5.0,search engine,desktop,0
3255496,1,43,product,complete,46-55,5.14,29.94,local,16,creditcard,logged-in,525,0,HACU,5.0,direct,desktop,0
3120544,1,31,product,complete,,8.7,24.19,local,16,creditcard,guest,-99999,0,,7.0,search engine,desktop,0
3243942,1,55,product,pending,18-25,8.97,40.21,non-eu/unknown,12,creditcard,logged-in,1703,1,X254,5.0,email,mobile,0
3084429,2,122,product,complete,,18.73,32.13,non-eu/unknown,10,creditcard,logged-in,338,1,I7IW,12.0,email,mobile,0
3229341,1,54,product,complete,46-55,10.51,33.59,local,14,creditcard,logged-in,0,1,,8.0,direct,mobile,0
3185802,1,22,product,complete,,7.25,25.34,local,18,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3299352,2,111,product,complete,,17.12,,eu,-1,creditcard,guest,-99999,0,,5.0,search engine,app,1
3228394,2,88,service,complete,36-45,14.71,21.04,local,16,creditcard,logged-in,304,0,X254,8.0,direct,mobile,0
3058327,3,97,product,complete,,24.02,,local,-1,3rd party,guest,-99999,1,,7.0,search engine,desktop,0
3038897,1,54,product,complete,18-25,9.93,32.6,local,23,creditcard,logged-in,814,2,HXJI,8.0,email,desktop,0
3265993,2,102,product,complete,,18.93,,local,-2,creditcard,guest,-99999,0,,8.0,direct,desktop,1
3133303,1,55,product,complete,56+,7.55,20.33,local,20,creditcard,logged-in,-99999,1,,8.0,direct,app,0
3192634,1,25,product,complete,,8.06,23.7,local,18,creditcard,guest,-99999,0,,10.0,direct,desktop,0
3115526,1,48,product,complete,36-45,9.86,32.23,eu,12,creditcard,logged-in,340,0,NZ9Z,5.0,direct,mobile,0
3099599,1,40,service,complete,26-35,16.39,30.7,local,18,creditcard,logged-in,1494,0,TZOP,6.0,search engine,mobile,0
3173278,1,40,product,complete,,11.82,,local,-1,instore,guest,-99999,1,,6.0,direct,mobile,0
3298436,1,32,product,complete,26-35,8.44,,local,-1,4x,logged-in,200,0,LMYN,3.0,paid,app,0
3240695,3,154,product,complete,,36.55,30.35,eu,9,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3190726,3,210,product,complete,,33.12,29.52,local,18,creditcard,logged-in,578,0,WZWX,4.0,email,desktop,0
3215215,1,53,product,complete,18-25,8.07,31.62,local,8,creditcard,logged-in,1261,0,3R3T,1.0,search engine,app,0
3051193,1,69,product,complete,,5.37,,eu,-1,3rd party,guest,-99999,1,,8.0,search engine,desktop,0
3298098,1,41,product,complete,,13.6,26.15,local,18,creditcard,guest,-99999,1,,8.0,search engine,mobile,0
3207637,1,37,product,complete,46-55,17.06,33.82,local,14,creditcard,logged-in,534,1,QIB9,9.0,direct,desktop,0
3257861,2,112,product,complete,,19.59,,eu,0,creditcard,guest,-99999,1,,6.0,direct,mobile,1
3016826,1,48,product,complete,36-45,,,local,15,creditcard,logged-in,-99999,1,,,,,0
3213664,2,138,product,complete,,18.23,,local,-1,3rd party,guest,-99999,1,,9.0,direct,mobile,0
3299099,2,110,product,complete,,10.45,27.72,local,19,creditcard,guest,-99999,0,,8.0,paid,mobile,0
3196964,2,79,product,complete,,31.79,,local,-2,creditcard,guest,-99999,0,,2.0,direct,mobile,1
3091049,1,62,product,complete,,7.78,37.64,local,18,creditcard,logged-in,0,2,,5.0,search engine,mobile,0
3035915,3,201,product,complete,,18.94,35.51,local,15,creditcard,guest,-99999,0,,4.0,search engine,desktop,0
3046574,1,79,product,complete,18-25,10.16,30.07,eu,14,creditcard,logged-in,945,0,GIKJ,7.0,direct,app,0
3225021,3,107,product,pending,,21.31,28.03,local,12,creditcard,guest,-99999,0,,6.0,search engine,desktop,0
3040055,1,49,product,complete,,,,non-eu/unknown,21,creditcard,logged-in,1015,0,UPET,,,,0
3268605,1,18,product,complete,,6.6,32.48,local,22,creditcard,logged-in,0,2,,5.0,direct,desktop,0
3264812,3,209,product,complete,26-35,36.25,33.98,local,27,creditcard,logged-in,946,1,QIB9,7.0,search engine,mobile,0
3215136,3,63,product,complete,,6.27,24.68,eu,21,creditcard,guest,-99999,0,,3.0,paid,mobile,0
3145245,2,106,product,complete,26-35,6.66,,non-eu/unknown,-1,4x,logged-in,199,1,WZWX,16.0,email,app,0
3053493,1,53,product,complete,46-55,9.99,26.66,local,17,creditcard,logged-in,808,0,X254,7.0,direct,mobile,0
3106848,5,285,product,complete,56+,,,local,19,creditcard,logged-in,-99999,1,,,,,0
3051873,1,50,product,complete,,12.91,27.61,local,17,creditcard,logged-in,454,0,,2.0,direct,mobile,0
3141675,4,175,product,complete,46-55,28.68,24.65,eu,24,creditcard,logged-in,170,0,NZ9Z,3.0,search engine,mobile,0
3117051,2,52,product,complete,,10.55,28.98,local,16,creditcard,guest,-99999,0,,9.0,direct,mobile,0
3028789,1,47,product,complete,,18.26,22.29,local,14,4x,guest,-99999,0,,5.0,direct,desktop,1
3119993,3,74,service,complete,,27.4,32.37,local,17,creditcard,logged-in,532,0,,8.0,direct,mobile,0
3151217,2,66,product,complete,,10.54,,eu,-1,instore,guest,-99999,1,,4.0,search engine,mobile,0
3171047,1,70,product,complete,,13.57,,local,-1,4x,logged-in,93,0,T76E,5.0,direct,desktop,0
3149349,1,55,product,complete,56+,8.92,28.05,local,20,creditcard,logged-in,531,0,X254,5.0,direct,app,0
3079436,1,48,service,complete,18-25,7.88,,local,-1,instore,logged-in,0,0,,8.0,direct,mobile,0
3010574,1,48,service,complete,18-25,7.27,35.83,eu,23,creditcard,logged-in,705,1,UPET,3.0,search engine,mobile,0
3073088,1,88,product,complete,46-55,9.51,24.56,local,11,creditcard,logged-in,204,1,HACU,9.0,direct,desktop,0
3198806,1,82,product,complete,,9.9,,local,-1,instore,logged-in,1026,1,NZ9Z,6.0,search engine,desktop,0
3057801,2,112,product,complete,26-35,22.28,33.31,eu,16,creditcard,logged-in,685,0,Y8Z7,5.0,direct,app,0
3084621,1,33,product,complete,36-45,6.33,24.76,local,25,creditcard,logged-in,-99999,0,,11.0,paid,app,0
3012809,1,48,product,complete,,6.98,18.18,local,21,creditcard,logged-in,0,0,,4.0,direct,desktop,0
3241563,1,57,product,complete,26-35,9.8,21.61,local,24,creditcard,logged-in,149,0,ME7O,3.0,email,app,0
3107465,1,33,product,complete,,16.32,,eu,-1,instore,logged-in,654,1,Q7Y0,6.0,paid,desktop,0
3121294,2,62,service,complete,,20.73,23.81,local,18,creditcard,guest,-99999,1,,10.0,direct,desktop,0
3260889,1,29,product,complete,18-25,9.91,,local,-1,4x,logged-in,594,0,3R3T,8.0,search engine,desktop,0
3242282,4,155,product,complete,,,,eu,17,creditcard,guest,-99999,0,,,,,0
3068987,2,116,product,complete,18-25,14.86,,local,-1,4x,logged-in,301,0,T76E,9.0,paid,mobile,0
3122346,1,47,product,complete,,11.65,35.18,local,15,creditcard,guest,-99999,0,,4.0,direct,desktop,0
3044471,1,31,product,complete,56+,9.6,28.34,local,25,creditcard,logged-in,475,0,HXJI,4.0,direct,mobile,0
3014082,1,81,product,complete,,,,non-eu/unknown,-1,3rd party,guest,-99999,1,,,,,0
3128538,1,58,product,complete,,8.11,31.81,local,19,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3080553,1,28,service,complete,,8.69,26.68,eu,20,creditcard,logged-in,316,1,7ZUQ,7.0,search engine,desktop,0
3133388,1,28,product,complete,46-55,11.71,30.35,local,17,creditcard,logged-in,406,0,JYYA,7.0,direct,desktop,0
3100581,1,81,product,complete,,9.66,24.64,eu,14,creditcard,guest,-99999,2,,4.0,direct,mobile,0
3069442,1,44,product,complete,,8.59,37.57,eu,15,creditcard,logged-in,101,0,,7.0,direct,mobile,0
3001782,2,138,product,complete,,10.98,30.97,local,18,creditcard,logged-in,0,1,,7.0,search engine,mobile,0
3041839,1,67,product,complete,36-45,4.35,29.6,local,17,creditcard,logged-in,115,1,AE1R,9.0,direct,mobile,0
3066196,1,67,service,complete,,8.99,33.16,non-eu/unknown,18,creditcard,logged-in,1297,0,M0BQ,4.0,search engine,desktop,1
3079994,1,51,product,complete,,7.13,,local,-1,3rd party,logged-in,843,0,3R3T,6.0,search engine,mobile,0
3288878,3,210,product,complete,,21.16,29.54,eu,25,creditcard,guest,-99999,0,,5.0,paid,desktop,0
